## Execution counts

<details>
<summary> execution counts for all instructions </summary>

|Name | Count | Self | Cumulative | Miss ratio | 
| LOAD_ATTR_SLOT | 50,484,048 | 5.9% |
| CALL_PY_EXACT_ARGS | 50,339,538 | 5.8% |
| CALL_METHOD_DESCRIPTOR_NOARGS | 30,715,869 | 3.6% |
| TO_BOOL_NONE | 28,251,147 | 3.3% |


</details>


</details>

## Call stats

<details>
<summary> Inlined calls and frame stats </summary>

| | Count | Ratio | 
|---|---:|---:|
| Calls to PyEval_EvalDefault | 1,639,143,380 | 28.3% |
| Calls to Python functions inlined | 4,151,383,504 | 71.7% |
| Calls via PyEval_EvalFrame (total) | 1,639,143,380 | 28.3% |
| Calls via PyEval_EvalFrame (vector) | 1,042,174,657 | 18.0% |
| Calls via PyEval_EvalFrame (generator) | 596,968,723 | 10.3% |
| Calls via PyEval_EvalFrame (legacy) | 3,963,780 | 0.1% |
| Calls via PyEval_EvalFrame (function vectorcall) | 1,038,209,557 | 17.9% |
| Calls via PyEval_EvalFrame (build class) | 1,320 | 0.0% |
| Calls via PyEval_EvalFrame (slot) | 293,347,892 | 5.1% |
| Calls via PyEval_EvalFrame (function ex) | 13,834,319 | 0.2% |
| Calls via PyEval_EvalFrame (api) | 135,548,054 | 2.3% |
| Calls via PyEval_EvalFrame (method) | 263,142,264 | 4.5% |
| Frame objects created | 65,959,898 | 1.1% |
| Frames pushed | 3,735,920,892 | 64.5% |


</details>

## Object stats

<details>
<summary> allocations, frees and dict materializatons </summary>

| | Count | Ratio | 
|---|---:|---:|
| Allocations from freelist | 4,689,383,798 | 35.1% |
| Frees to freelist | 4,689,550,403 |  |
| Allocations | 8,654,700,534 | 64.9% |
| Allocations to 512 bytes | 8,585,733,057 | 64.3% |
| Allocations to 4 kbytes | 52,199,843 | 0.4% |
| Allocations over 4 kbytes | 16,767,634 | 0.1% |
| Frees | 8,860,663,135 |  |
| New values | 17,403,357 |  |
| Interpreter increfs | 65,612,539,357 | 78.2% |
| Interpreter decrefs | 75,545,008,474 | 78.3% |
| Increfs | 18,317,324,532 | 21.8% |
| Decrefs | 20,928,463,648 | 21.7% |
| Materialize dict (on request) | 5,207,121 | 29.9% |
| Materialize dict (new key) | 140,880 | 0.8% |
| Materialize dict (too big) | 0 | 0.0% |
| Materialize dict (str subclass) | 0 | 0.0% |
| Dematerialize dict | 2,752,881 | 15.8% |
| Method cache hits | 2,219,329,903 |  |
| Method cache misses | 58,253,491 |  |
| Method cache collisions | 73,929,227 |  |
| Method cache dunder hits | 2,121,285,559 |  |
| Method cache dunder misses | 16,446,552 |  |


</details>

## GC stats

<details>
<summary> GC collections and effectiveness </summary>

|Generation | Collections | Objects collected | Object visits | 
|---:|---:|---:|---:|
| 0 | 0 | 0 | 0 |
| 1 | 277,982 | 69,531,438 | 15,573,654,770 |
| 2 | 19,200 | 16,128,000 | 6,126,359,200 |


</details>

## Optimization (Tier 2) stats

<details>
<summary> statistics about the Tier 2 optimizer </summary>

| | Count | Ratio | 
|---|---:|---:|
| Optimization attempts | 91,992 |  |
| Traces created | 28,712 | 31.2% |
| Trace stack overflow | 20 | 0.0% |
| Trace stack underflow | 44 | 0.0% |
| Trace too long | 5,440 | 5.9% |
| Trace too short | 52,180 | 56.7% |
| Inner loop found | 3,820 | 4.2% |
| Recursive call | 60 | 0.1% |
| Low confidence | 1,900 | 2.1% |
| Traces executed | 1,828,718,567 |  |
| Uops executed | 92,755,704,117 | 50.72 |

### Trace length histogram

<details>
<summary> trace length histogram </summary>

|Range | Count | Ratio | 
|---|---:|---:|
| <= 1 | 0 | 0.0% |
| <= 2 | 0 | 0.0% |
| <= 4 | 0 | 0.0% |
| <= 8 | 0 | 0.0% |
| <= 16 | 140 | 0.5% |
| <= 32 | 7,044 | 24.5% |
| <= 64 | 6,183 | 21.5% |
| <= 128 | 4,985 | 17.4% |
| <= 256 | 4,800 | 16.7% |
| <= 512 | 5,560 | 19.4% |


</details>

### Optimized trace length histogram

<details>
<summary> optimized trace length histogram </summary>

|Range | Count | Ratio | 
|---|---:|---:|
| <= 1 | 0 | 0.0% |
| <= 2 | 0 | 0.0% |
| <= 4 | 0 | 0.0% |
| <= 8 | 1,460 | 5.1% |
| <= 16 | 5,544 | 19.3% |
| <= 32 | 5,927 | 20.6% |
| <= 64 | 5,178 | 18.0% |
| <= 128 | 2,903 | 10.1% |
| <= 256 | 2,160 | 7.5% |
| <= 512 | 5,440 | 18.9% |


</details>

### Trace run length histogram

<details>
<summary> trace run length histogram </summary>

|Range | Count | Ratio | 
|---|---:|---:|
| <= 1 | 67,483,440 | 3.7% |
| <= 2 | 215,801,616 | 11.8% |
| <= 4 | 28,946,316 | 1.6% |
| <= 8 | 226,102,383 | 12.4% |
| <= 16 | 333,574,280 | 18.2% |
| <= 32 | 489,465,706 | 26.8% |
| <= 64 | 147,430,706 | 8.1% |
| <= 128 | 216,039,090 | 11.8% |
| <= 256 | 71,048,504 | 3.9% |
| <= 512 | 13,172,386 | 0.7% |
| <= 1,024 | 5,664,063 | 0.3% |
| <= 2,048 | 12,448,077 | 0.7% |
| <= 4,096 | 818,333 | 0.0% |
| <= 8,192 | 521,555 | 0.0% |
| <= 16,384 | 148,298 | 0.0% |
| <= 32,768 | 34,199 | 0.0% |
| <= 65,536 | 15,608 | 0.0% |
| <= 131,072 | 1,011 | 0.0% |
| <= 262,144 | 1,624 | 0.0% |
| <= 524,288 | 519 | 0.0% |
| <= 1,048,576 | 313 | 0.0% |
| <= 2,097,152 | 178 | 0.0% |
| <= 4,194,304 | 242 | 0.0% |
| <= 8,388,608 | 0 | 0.0% |
| <= 16,777,216 | 120 | 0.0% |


</details>

### Uop execution stats

<details>
<summary> uop execution stats </summary>

|Name | Count | Self | Cumulative | Miss ratio | 
|---|---:|---:|---:|---:|
| LOAD_FAST | 16,997,215,302 | 18.3% | 18.3% |  |
| _SET_IP | 12,221,543,457 | 13.2% | 31.5% |  |
| _CHECK_VALIDITY | 9,315,468,420 | 10.0% | 41.5% |  |
| STORE_FAST | 5,461,570,327 | 5.9% | 47.4% |  |
| _LOAD_CONST_INLINE_BORROW | 4,860,347,866 | 5.2% | 52.7% |  |
| _GUARD_IS_FALSE_POP | 2,912,003,436 | 3.1% | 55.8% | 2.2% |
| _GUARD_TYPE_VERSION | 2,546,718,785 | 2.7% | 58.6% | 6.0% |
| _GUARD_BOTH_INT | 1,997,661,156 | 2.2% | 60.7% | 0.0% |
| _BINARY_OP_ADD_INT | 1,614,216,290 | 1.7% | 62.5% |  |
| _JUMP_TO_TOP | 1,456,309,107 | 1.6% | 64.0% |  |
| COMPARE_OP_STR | 1,351,018,963 | 1.5% | 65.5% |  |
| CONTAINS_OP | 1,176,208,793 | 1.3% | 66.7% |  |
| _GUARD_BOTH_FLOAT | 1,130,925,860 | 1.2% | 68.0% | 0.3% |
| _GUARD_IS_TRUE_POP | 910,100,828 | 1.0% | 68.9% | 27.0% |
| _EXIT_TRACE | 906,708,106 | 1.0% | 69.9% | 100.0% |
| _ITER_CHECK_LIST | 905,315,868 | 1.0% | 70.9% | 1.2% |
| _GUARD_NOT_EXHAUSTED_LIST | 894,235,368 | 1.0% | 71.9% | 18.9% |
| BINARY_SUBSCR_STR_INT | 879,739,480 | 0.9% | 72.8% | 0.0% |
| _CHECK_MANAGED_OBJECT_HAS_VALUES | 876,073,298 | 0.9% | 73.8% |  |
| _LOAD_ATTR_INSTANCE_VALUE | 876,073,298 | 0.9% | 74.7% |  |
| _BINARY_SUBSCR | 746,843,080 | 0.8% | 75.5% |  |
| TO_BOOL_BOOL | 741,789,692 | 0.8% | 76.3% |  |
| _ITER_NEXT_LIST | 725,349,758 | 0.8% | 77.1% |  |
| _CHECK_FUNCTION_EXACT_ARGS | 707,187,366 | 0.8% | 77.9% | 0.9% |
| _CHECK_STACK_SPACE | 701,144,726 | 0.8% | 78.6% |  |
| _INIT_CALL_PY_EXACT_ARGS | 701,144,726 | 0.8% | 79.4% |  |
| _PUSH_FRAME | 701,144,726 | 0.8% | 80.1% |  |
| _SAVE_RETURN_OFFSET | 701,144,726 | 0.8% | 80.9% |  |
| _LOAD_CONST_INLINE_WITH_NULL | 661,984,272 | 0.7% | 81.6% |  |
| _BINARY_OP_MULTIPLY_FLOAT | 631,225,460 | 0.7% | 82.3% |  |
| RESUME_CHECK | 623,119,838 | 0.7% | 82.9% | 0.0% |
| _CHECK_GLOBALS | 618,806,611 | 0.7% | 83.6% |  |
| _ITER_CHECK_RANGE | 587,222,850 | 0.6% | 84.2% | 0.2% |
| _GUARD_NOT_EXHAUSTED_RANGE | 586,204,290 | 0.6% | 84.9% | 6.2% |
| _GUARD_DORV_VALUES_INST_ATTR_FROM_DICT | 574,687,193 | 0.6% | 85.5% | 0.0% |
| _GUARD_KEYS_VERSION | 574,670,153 | 0.6% | 86.1% | 0.5% |
| _ITER_NEXT_RANGE | 549,709,355 | 0.6% | 86.7% |  |
| COPY | 541,115,519 | 0.6% | 87.3% |  |
| BINARY_SUBSCR_LIST_INT | 537,604,852 | 0.6% | 87.9% |  |
| _LOAD_CONST_INLINE | 530,108,370 | 0.6% | 88.4% |  |
| _LOAD_ATTR_METHOD_WITH_VALUES | 505,488,869 | 0.5% | 89.0% |  |
| _BINARY_OP | 496,685,598 | 0.5% | 89.5% |  |
| SWAP | 485,942,093 | 0.5% | 90.0% |  |
| PUSH_NULL | 457,462,484 | 0.5% | 90.5% |  |
| _LOAD_ATTR_SLOT | 421,810,073 | 0.5% | 91.0% |  |
| _LOAD_ATTR_METHOD_NO_DICT | 418,532,902 | 0.5% | 91.4% |  |
| _CHECK_BUILTINS | 354,914,379 | 0.4% | 91.8% |  |
| UNPACK_SEQUENCE_TWO_TUPLE | 351,993,082 | 0.4% | 92.2% |  |
| _ITER_CHECK_TUPLE | 348,928,195 | 0.4% | 92.6% | 16.2% |
| COMPARE_OP_INT | 314,874,387 | 0.3% | 92.9% | 0.0% |
| _POP_FRAME | 303,564,972 | 0.3% | 93.2% |  |
| LOAD_DEREF | 301,469,962 | 0.3% | 93.6% |  |
| _BINARY_OP_ADD_FLOAT | 298,207,980 | 0.3% | 93.9% |  |
| _GUARD_NOT_EXHAUSTED_TUPLE | 292,525,255 | 0.3% | 94.2% | 34.5% |
| CALL_BUILTIN_FAST | 283,054,019 | 0.3% | 94.5% |  |
| _BINARY_OP_SUBTRACT_INT | 246,778,296 | 0.3% | 94.8% |  |
| POP_TOP | 245,906,185 | 0.3% | 95.0% |  |
| _LOAD_ATTR | 237,158,687 | 0.3% | 95.3% |  |
| _FOR_ITER_TIER_TWO | 231,090,899 | 0.2% | 95.5% | 14.2% |
| STORE_SUBSCR_LIST_INT | 228,404,760 | 0.2% | 95.8% |  |
| CALL_BUILTIN_O | 216,133,867 | 0.2% | 96.0% |  |
| _BINARY_OP_SUBTRACT_FLOAT | 197,737,620 | 0.2% | 96.2% |  |
| _STORE_SUBSCR | 195,445,740 | 0.2% | 96.5% |  |
| _ITER_NEXT_TUPLE | 191,711,710 | 0.2% | 96.7% |  |
| _LOAD_CONST_INLINE_BORROW_WITH_NULL | 175,582,200 | 0.2% | 96.8% |  |
| CALL_METHOD_DESCRIPTOR_NOARGS | 159,335,631 | 0.2% | 97.0% | 4.7% |
| _BINARY_OP_MULTIPLY_INT | 136,425,170 | 0.1% | 97.2% |  |
| BINARY_SUBSCR_DICT | 132,291,464 | 0.1% | 97.3% |  |
| CALL_TYPE_1 | 119,923,080 | 0.1% | 97.4% |  |
| UNPACK_SEQUENCE_TUPLE | 118,300,000 | 0.1% | 97.6% | 0.4% |
| BUILD_TUPLE | 109,433,987 | 0.1% | 97.7% |  |
| CALL_ISINSTANCE | 105,837,500 | 0.1% | 97.8% |  |
| TO_BOOL_INT | 102,876,797 | 0.1% | 97.9% |  |
| LIST_APPEND | 94,723,940 | 0.1% | 98.0% |  |
| GET_ANEXT | 94,136,760 | 0.1% | 98.1% |  |
| BUILD_LIST | 93,447,422 | 0.1% | 98.2% |  |
| STORE_SLICE | 90,800,640 | 0.1% | 98.3% |  |
| BUILD_SLICE | 86,638,940 | 0.1% | 98.4% |  |
| _CHECK_ATTR_MODULE | 73,307,179 | 0.1% | 98.5% |  |
| _LOAD_ATTR_MODULE | 73,307,179 | 0.1% | 98.6% |  |
| CALL_INTRINSIC_1 | 72,004,144 | 0.1% | 98.6% |  |
| LIST_EXTEND | 72,004,144 | 0.1% | 98.7% |  |
| GET_ITER | 70,478,604 | 0.1% | 98.8% |  |
| IS_OP | 68,201,412 | 0.1% | 98.9% |  |
| _LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 66,298,960 | 0.1% | 98.9% |  |
| BINARY_SUBSCR_TUPLE_INT | 64,049,320 | 0.1% | 99.0% |  |
| _COMPARE_OP | 62,116,236 | 0.1% | 99.1% |  |
| CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS | 60,348,745 | 0.1% | 99.1% |  |
| _STORE_ATTR_SLOT | 59,245,802 | 0.1% | 99.2% |  |
| CALL_LEN | 53,508,130 | 0.1% | 99.3% |  |
| CALL_METHOD_DESCRIPTOR_FAST | 48,105,917 | 0.1% | 99.3% | 2.5% |
| COMPARE_OP_FLOAT | 40,632,824 | 0.0% | 99.4% |  |
| FORMAT_SIMPLE | 36,542,100 | 0.0% | 99.4% |  |
| CONVERT_VALUE | 36,536,880 | 0.0% | 99.4% |  |
| _GUARD_IS_NOT_NONE_POP | 33,200,448 | 0.0% | 99.5% | 0.9% |
| _CHECK_CALL_BOUND_METHOD_EXACT_ARGS | 32,570,981 | 0.0% | 99.5% |  |
| _INIT_CALL_BOUND_METHOD_EXACT_ARGS | 32,570,981 | 0.0% | 99.5% |  |
| BINARY_SLICE | 32,256,600 | 0.0% | 99.6% |  |
| TO_BOOL_NONE | 31,194,000 | 0.0% | 99.6% | 89.9% |
| UNPACK_SEQUENCE_LIST | 28,884,140 | 0.0% | 99.6% | 0.0% |
| CALL_STR_1 | 28,145,580 | 0.0% | 99.7% |  |
| CALL_BUILTIN_CLASS | 26,670,580 | 0.0% | 99.7% |  |
| _GUARD_DORV_VALUES | 23,394,580 | 0.0% | 99.7% | 1.1% |
| _STORE_ATTR_INSTANCE_VALUE | 23,133,460 | 0.0% | 99.8% |  |
| TO_BOOL_LIST | 20,761,867 | 0.0% | 99.8% |  |
| MAKE_FUNCTION | 20,530,440 | 0.0% | 99.8% |  |
| CALL_METHOD_DESCRIPTOR_O | 18,862,297 | 0.0% | 99.8% |  |
| CALL_BUILTIN_FAST_WITH_KEYWORDS | 18,434,660 | 0.0% | 99.8% |  |
| BUILD_STRING | 18,007,020 | 0.0% | 99.9% |  |
| SET_FUNCTION_ATTRIBUTE | 16,207,780 | 0.0% | 99.9% |  |
| _CHECK_ATTR_WITH_HINT | 11,597,723 | 0.0% | 99.9% |  |
| _LOAD_ATTR_WITH_HINT | 11,597,723 | 0.0% | 99.9% |  |
| TO_BOOL_STR | 11,572,876 | 0.0% | 99.9% | 0.0% |
| STORE_DEREF | 8,943,800 | 0.0% | 99.9% |  |
| MAP_ADD | 8,420,680 | 0.0% | 99.9% |  |
| _GUARD_IS_NONE_POP | 8,002,645 | 0.0% | 99.9% | 23.4% |
| UNARY_NOT | 7,878,720 | 0.0% | 99.9% |  |
| COPY_FREE_VARS | 7,575,720 | 0.0% | 100.0% |  |
| _TO_BOOL | 6,634,017 | 0.0% | 100.0% |  |
| STORE_SUBSCR_DICT | 6,069,740 | 0.0% | 100.0% |  |
| _CHECK_ATTR_METHOD_LAZY_DICT | 4,800,060 | 0.0% | 100.0% |  |
| _LOAD_ATTR_METHOD_LAZY_DICT | 4,800,060 | 0.0% | 100.0% |  |
| LOAD_FAST_AND_CLEAR | 4,184,680 | 0.0% | 100.0% |  |
| _LOAD_ATTR_NONDESCRIPTOR_NO_DICT | 4,076,940 | 0.0% | 100.0% |  |
| UNARY_NEGATIVE | 2,972,160 | 0.0% | 100.0% |  |
| _CHECK_ATTR_CLASS | 2,490,760 | 0.0% | 100.0% | 21.6% |
| _LOAD_ATTR_CLASS | 1,953,880 | 0.0% | 100.0% |  |
| BUILD_MAP | 1,248,560 | 0.0% | 100.0% |  |
| TO_BOOL_ALWAYS_TRUE | 591,880 | 0.0% | 100.0% | 23.2% |
| UNARY_INVERT | 389,120 | 0.0% | 100.0% |  |
| DICT_MERGE | 355,280 | 0.0% | 100.0% |  |
| MAKE_CELL | 263,568 | 0.0% | 100.0% |  |
| _GUARD_BOTH_UNICODE | 128,100 | 0.0% | 100.0% |  |
| _BINARY_OP_ADD_UNICODE | 128,100 | 0.0% | 100.0% |  |
| _STORE_ATTR | 93,120 | 0.0% | 100.0% |  |
| BEFORE_WITH | 80,274 | 0.0% | 100.0% |  |
| LOAD_FAST_CHECK | 41,905 | 0.0% | 100.0% |  |
| DELETE_SUBSCR | 38,580 | 0.0% | 100.0% |  |
| _UNPACK_SEQUENCE | 12,960 | 0.0% | 100.0% |  |
| SET_ADD | 6,240 | 0.0% | 100.0% |  |
| LOAD_SUPER_ATTR_METHOD | 2,460 | 0.0% | 100.0% |  |
| BUILD_SET | 1,680 | 0.0% | 100.0% |  |


</details>

### UOp Sequences

<details>
<summary> uop sequences </summary>

#### Pair counts

<details>
<summary> Counts for top 100 UOp Sequences of Length 2 </summary>

|Pair | Count | Self | Cumulative | 
|---|---:|---:|---:|
| UOp Sequence Count[LOAD_FAST,LOAD_FAST] | 4,718,257,483 | 5.1% | 5.1% |
| UOp Sequence Count[_SET_IP,LOAD_FAST] | 4,064,212,418 | 4.4% | 9.5% |
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE_BORROW] | 3,870,939,671 | 4.2% | 13.6% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST] | 3,619,326,202 | 3.9% | 17.5% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST] | 3,267,092,093 | 3.5% | 21.1% |
| UOp Sequence Count[LOAD_FAST,_GUARD_IS_FALSE_POP] | 2,462,921,052 | 2.7% | 23.7% |
| UOp Sequence Count[_GUARD_IS_FALSE_POP,_CHECK_VALIDITY] | 2,448,436,281 | 2.6% | 26.4% |
| UOp Sequence Count[_GUARD_BOTH_INT,_SET_IP] | 1,997,528,316 | 2.2% | 28.5% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY] | 1,929,929,590 | 2.1% | 30.6% |
| UOp Sequence Count[_BINARY_OP_ADD_INT,_GUARD_BOTH_INT] | 1,614,216,290 | 1.7% | 32.3% |
| UOp Sequence Count[_GUARD_TYPE_VERSION,LOAD_FAST] | 1,397,878,154 | 1.5% | 33.8% |
| UOp Sequence Count[_CHECK_VALIDITY,COMPARE_OP_STR] | 1,350,740,083 | 1.5% | 35.3% |
| UOp Sequence Count[COMPARE_OP_STR,_SET_IP] | 1,349,819,203 | 1.5% | 36.8% |
| UOp Sequence Count[_CHECK_VALIDITY,CONTAINS_OP] | 1,175,361,293 | 1.3% | 38.0% |
| UOp Sequence Count[STORE_FAST,_CHECK_VALIDITY] | 1,163,230,976 | 1.3% | 39.3% |
| UOp Sequence Count[CONTAINS_OP,_SET_IP] | 1,145,867,633 | 1.2% | 40.5% |
| UOp Sequence Count[_GUARD_TYPE_VERSION,_SET_IP] | 1,093,218,283 | 1.2% | 41.7% |
| UOp Sequence Count[_CHECK_VALIDITY,_SET_IP] | 1,038,892,352 | 1.1% | 42.8% |
| UOp Sequence Count[STORE_FAST,_BINARY_OP_ADD_INT] | 927,335,620 | 1.0% | 43.8% |
| UOp Sequence Count[LOAD_FAST,_JUMP_TO_TOP] | 900,768,371 | 1.0% | 44.8% |
| UOp Sequence Count[_GUARD_NOT_EXHAUSTED_LIST,_ITER_CHECK_LIST] | 894,235,368 | 1.0% | 45.7% |
| UOp Sequence Count[BINARY_SUBSCR_STR_INT,LOAD_FAST] | 878,364,220 | 0.9% | 46.7% |
| UOp Sequence Count[_CHECK_MANAGED_OBJECT_HAS_VALUES,_GUARD_TYPE_VERSION] | 876,073,298 | 0.9% | 47.6% |
| UOp Sequence Count[_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES] | 876,073,298 | 0.9% | 48.6% |
| UOp Sequence Count[_JUMP_TO_TOP,STORE_FAST] | 777,786,660 | 0.8% | 49.4% |
| UOp Sequence Count[_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST] | 725,349,758 | 0.8% | 50.2% |
| UOp Sequence Count[STORE_FAST,STORE_FAST] | 721,267,402 | 0.8% | 51.0% |
| UOp Sequence Count[_CHECK_STACK_SPACE,_CHECK_FUNCTION_EXACT_ARGS] | 701,144,726 | 0.8% | 51.7% |
| UOp Sequence Count[_INIT_CALL_PY_EXACT_ARGS,_CHECK_STACK_SPACE] | 701,144,726 | 0.8% | 52.5% |
| UOp Sequence Count[_PUSH_FRAME,_SAVE_RETURN_OFFSET] | 701,144,726 | 0.8% | 53.2% |
| UOp Sequence Count[_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS] | 701,144,726 | 0.8% | 54.0% |
| UOp Sequence Count[_GUARD_BOTH_FLOAT,LOAD_FAST] | 693,381,720 | 0.7% | 54.7% |
| UOp Sequence Count[_CHECK_VALIDITY,_BINARY_SUBSCR] | 691,999,220 | 0.7% | 55.5% |
| UOp Sequence Count[STORE_FAST,BINARY_SUBSCR_STR_INT] | 678,699,940 | 0.7% | 56.2% |
| UOp Sequence Count[_BINARY_OP_MULTIPLY_FLOAT,_GUARD_BOTH_FLOAT] | 631,225,460 | 0.7% | 56.9% |
| UOp Sequence Count[_CHECK_VALIDITY,_PUSH_FRAME] | 623,524,671 | 0.7% | 57.6% |
| UOp Sequence Count[LOAD_FAST,_LOAD_CONST_INLINE_WITH_NULL] | 622,858,831 | 0.7% | 58.3% |
| UOp Sequence Count[RESUME_CHECK,_CHECK_VALIDITY] | 615,558,278 | 0.7% | 58.9% |
| UOp Sequence Count[_BINARY_SUBSCR,_SET_IP] | 612,192,200 | 0.7% | 59.6% |
| UOp Sequence Count[_GUARD_NOT_EXHAUSTED_RANGE,_ITER_CHECK_RANGE] | 586,204,290 | 0.6% | 60.2% |
| UOp Sequence Count[_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,_GUARD_TYPE_VERSION] | 574,687,193 | 0.6% | 60.8% |
| UOp Sequence Count[_GUARD_KEYS_VERSION,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT] | 574,670,153 | 0.6% | 61.4% |
| UOp Sequence Count[_ITER_CHECK_RANGE,_SET_IP] | 571,792,944 | 0.6% | 62.1% |
| UOp Sequence Count[_ITER_NEXT_RANGE,_GUARD_NOT_EXHAUSTED_RANGE] | 549,709,355 | 0.6% | 62.7% |
| UOp Sequence Count[_CHECK_VALIDITY,_ITER_NEXT_RANGE] | 548,257,835 | 0.6% | 63.2% |
| UOp Sequence Count[_CHECK_FUNCTION_EXACT_ARGS,_SET_IP] | 512,206,399 | 0.6% | 63.8% |
| UOp Sequence Count[_LOAD_ATTR_METHOD_WITH_VALUES,_GUARD_KEYS_VERSION] | 505,488,869 | 0.5% | 64.3% |
| UOp Sequence Count[STORE_FAST,_ITER_NEXT_LIST] | 491,673,283 | 0.5% | 64.9% |
| UOp Sequence Count[_BINARY_OP,_SET_IP] | 469,634,531 | 0.5% | 65.4% |
| UOp Sequence Count[_CHECK_VALIDITY,_LOAD_ATTR_METHOD_WITH_VALUES] | 455,855,490 | 0.5% | 65.9% |
| UOp Sequence Count[_GUARD_IS_TRUE_POP,_CHECK_VALIDITY] | 439,434,739 | 0.5% | 66.3% |
| UOp Sequence Count[_GUARD_IS_FALSE_POP,TO_BOOL_BOOL] | 428,755,143 | 0.5% | 66.8% |
| UOp Sequence Count[_LOAD_ATTR_SLOT,_GUARD_TYPE_VERSION] | 421,810,073 | 0.5% | 67.3% |
| UOp Sequence Count[_LOAD_ATTR_METHOD_NO_DICT,_GUARD_TYPE_VERSION] | 418,532,902 | 0.5% | 67.7% |
| UOp Sequence Count[_SET_IP,_EXIT_TRACE] | 393,922,479 | 0.4% | 68.1% |
| UOp Sequence Count[_ITER_CHECK_LIST,_EXIT_TRACE] | 389,041,528 | 0.4% | 68.6% |
| UOp Sequence Count[_SET_IP,_BINARY_OP_ADD_INT] | 387,512,680 | 0.4% | 69.0% |
| UOp Sequence Count[LOAD_FAST,RESUME_CHECK] | 374,650,559 | 0.4% | 69.4% |
| UOp Sequence Count[LOAD_FAST,_GUARD_IS_TRUE_POP] | 364,577,219 | 0.4% | 69.8% |
| UOp Sequence Count[_SET_IP,_JUMP_TO_TOP] | 348,071,274 | 0.4% | 70.1% |
| UOp Sequence Count[STORE_FAST,UNPACK_SEQUENCE_TWO_TUPLE] | 339,991,942 | 0.4% | 70.5% |
| UOp Sequence Count[_CHECK_BUILTINS,_CHECK_GLOBALS] | 330,795,379 | 0.4% | 70.9% |
| UOp Sequence Count[PUSH_NULL,LOAD_FAST] | 324,201,076 | 0.3% | 71.2% |
| UOp Sequence Count[LOAD_FAST,PUSH_NULL] | 322,931,466 | 0.3% | 71.6% |
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE] | 313,632,266 | 0.3% | 71.9% |
| UOp Sequence Count[COMPARE_OP_INT,_SET_IP] | 311,267,067 | 0.3% | 72.2% |
| UOp Sequence Count[_GUARD_IS_TRUE_POP,TO_BOOL_BOOL] | 299,458,229 | 0.3% | 72.6% |
| UOp Sequence Count[_BINARY_OP_ADD_FLOAT,_GUARD_BOTH_FLOAT] | 298,207,980 | 0.3% | 72.9% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_INSTANCE_VALUE] | 297,520,953 | 0.3% | 73.2% |
| UOp Sequence Count[_GUARD_BOTH_FLOAT,_BINARY_OP_MULTIPLY_FLOAT] | 297,168,640 | 0.3% | 73.5% |
| UOp Sequence Count[LOAD_DEREF,_SET_IP] | 292,572,222 | 0.3% | 73.8% |
| UOp Sequence Count[_GUARD_NOT_EXHAUSTED_TUPLE,_ITER_CHECK_TUPLE] | 292,525,255 | 0.3% | 74.2% |
| UOp Sequence Count[_CHECK_VALIDITY,COMPARE_OP_INT] | 288,504,347 | 0.3% | 74.5% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,_CHECK_VALIDITY] | 283,639,428 | 0.3% | 74.8% |
| UOp Sequence Count[LOAD_FAST,_LOAD_ATTR_INSTANCE_VALUE] | 280,715,203 | 0.3% | 75.1% |
| UOp Sequence Count[_CHECK_VALIDITY,LOAD_DEREF] | 278,755,600 | 0.3% | 75.4% |
| UOp Sequence Count[TO_BOOL_BOOL,_CHECK_VALIDITY] | 278,454,214 | 0.3% | 75.7% |
| UOp Sequence Count[_SET_IP,STORE_FAST] | 268,463,000 | 0.3% | 76.0% |
| UOp Sequence Count[CALL_BUILTIN_FAST,_SET_IP] | 267,004,739 | 0.3% | 76.3% |
| UOp Sequence Count[_CHECK_VALIDITY,CALL_BUILTIN_FAST] | 266,496,059 | 0.3% | 76.5% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,_LOAD_CONST_INLINE_BORROW] | 265,422,020 | 0.3% | 76.8% |
| UOp Sequence Count[_JUMP_TO_TOP,_GUARD_IS_TRUE_POP] | 263,274,069 | 0.3% | 77.1% |
| UOp Sequence Count[_BINARY_OP_SUBTRACT_INT,_GUARD_BOTH_INT] | 246,778,296 | 0.3% | 77.4% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_SLOT] | 245,780,774 | 0.3% | 77.6% |
